Geneid	Brain	Duodenum	Hatchling_Brain	Hatchling_Carapace	Hatchling_Kidney	Kidney	Liver	Lung	merged	Sciatic_Nerve	Skeletal_Muscle	Spinal_Cord	Testis
G480	3	0	6	24	2	6	1	22	77	1	3	7	2
G481	0	0	0	0	0	0	0	0	0	0	0	0	0
G482	17	12	44	8	0	7	1	11	140	0	0	15	25
G483	1	0	0	0	0	0	0	0	1	0	0	0	0
G484	0	0	0	32	0	0	0	0	170	0	138	0	0
G485	0	0	0	3	0	0	0	0	28	0	25	0	0
G486	0	0	0	0	0	0	0	0	0	0	0	0	0
G487	0	0	0	0	0	0	0	0	1	0	1	0	0
G488	0	0	0	0	0	0	0	0	0	0	0	0	0
G489	2	1	5	8	1	9	10	3	77	0	5	12	21
G490	0	0	0	0	0	0	0	0	0	0	0	0	0
G491	14	0	17	1	0	1	0	0	52	0	1	2	16
G492	0	0	0	0	0	0	0	0	0	0	0	0	0
G493	1	0	0	0	0	0	0	0	1	0	0	0	0
G494	39	21	42	44	6	30	11	50	481	4	79	51	104
G495	0	0	0	3	0	0	0	0	3	0	0	0	0
G496	2	2	1	0	0	2	0	0	11	0	0	2	2
G497	291	54	188	147	30	105	70	51	2222	17	566	303	400
G498	0	0	0	1	0	0	0	0	2	0	1	0	0
G499	6	6	0	1	0	12	6	5	69	0	9	10	14
G500	2	0	0	0	0	0	0	0	2	0	0	0	0
G501	15	1	66	6	3	1	1	28	143	0	1	17	4
G502	0	0	0	0	1	0	0	0	1	0	0	0	0
G503	0	1	0	0	0	0	0	0	1	0	0	0	0
G504	2	11	0	0	0	3	6	2	32	0	3	1	4
G505	0	0	0	0	0	0	1	0	1	0	0	0	0
G506	74	2	72	0	0	7	1	1	202	0	0	29	16
G507	0	0	0	0	0	0	0	0	0	0	0	0	0
G508	0	0	11	5	0	1	3	1	34	0	3	1	9
G509	0	0	0	0	0	2	0	0	2	0	0	0	0
G510	0	0	0	1	0	0	0	0	1	0	0	0	0
G511	0	0	0	0	0	0	0	0	0	0	0	0	0
G512	0	0	0	0	0	1	0	0	1	0	0	0	0
G513	233	84	125	76	7	73	71	95	1449	23	391	165	106
G514	50	21	57	55	5	44	12	30	425	3	79	40	29
G515	0	0	0	0	0	0	0	0	0	0	0	0	0
G516	0	1	0	1	0	1	0	1	6	0	0	0	2
G517	52	0	72	2	0	3	2	1	209	9	0	49	19
G518	2	0	0	0	0	0	1	0	3	0	0	0	0
G519	0	0	0	1	0	0	0	0	1	0	0	0	0
G520	73	0	161	5	0	3	1	4	327	2	0	74	4
G521	12	2	4	6	0	13	0	0	52	0	5	7	3
G522	0	0	0	0	0	0	0	0	0	0	0	0	0
G523	0	0	0	0	0	0	0	0	0	0	0	0	0
G524	2	0	2	2	0	1	3	2	19	0	2	4	1
G525	0	0	3	1	0	0	2	0	7	0	0	1	0
G526	9	8	7	4	0	5	3	8	60	0	7	6	3
G527	0	0	0	0	0	0	0	0	0	0	0	0	0
G528	7	9	4	7	0	5	14	5	71	0	11	6	3
G529	112	34	107	55	2	80	18	67	781	7	57	70	172
G530	18	2	37	27	8	24	0	14	179	0	17	8	24
G531	0	0	0	0	0	0	0	0	0	0	0	0	0
G532	0	0	0	0	0	0	0	0	2	0	0	0	2
G533	1	0	2	1	0	0	1	1	11	0	0	0	5
G534	0	0	2	0	0	0	0	0	4	0	1	1	0
G535	24	13	12	13	0	14	6	10	152	0	25	7	28
G536	4	5	1	3	0	12	1	15	60	0	2	4	13
G537	19	20	21	6	1	33	10	10	176	0	6	31	19
G538	0	0	0	0	0	1	1	0	2	0	0	0	0
G539	3	0	8	1	0	2	2	0	24	0	2	3	3
G540	122	0	400	4	0	15	1	3	947	0	3	42	357
G541	0	0	0	0	0	0	0	0	0	0	0	0	0
G542	1	0	1	0	0	0	0	1	26	1	0	20	2
G543	1	1	1	42	1	9	3	18	96	0	2	4	14
G544	0	0	0	0	0	0	0	0	0	0	0	0	0
G545	0	0	0	0	0	0	0	0	0	0	0	0	0
G546	10	5	4	1	0	2	2	2	44	0	4	9	5
G547	7	6	7	6	2	8	3	8	68	0	8	9	4
G548	0	0	0	0	0	0	0	1	1	0	0	0	0
G549	63	105	90	91	41	114	87	153	986	0	128	78	36
G550	9	2	22	0	0	1	1	1	58	0	4	16	2
G551	126	0	107	5	0	1	3	0	300	0	15	42	1
G552	0	0	1	0	0	0	0	0	5	0	3	0	1
G553	11	6	36	141	5	6	1	22	260	0	6	11	15
G554	0	0	0	0	0	0	0	0	0	0	0	0	0
G555	0	0	0	0	0	0	0	0	1	0	1	0	0
G556	0	0	0	0	0	0	0	1	1	0	0	0	0
G557	0	0	0	0	0	0	0	0	0	0	0	0	0
G558	3	0	7	16	0	0	11	0	78	0	20	21	0
G559	0	0	0	0	0	0	0	0	0	0	0	0	0
G560	0	0	0	0	0	2	0	0	3	0	0	1	0
G561	0	0	0	0	0	0	0	0	0	0	0	0	0
G562	0	0	0	0	0	0	0	0	0	0	0	0	0
G563	10	0	16	5	0	5	0	9	56	0	2	3	6
G564	1	0	0	1	0	2	0	2	9	0	1	1	1
G565	0	0	0	0	0	0	0	0	0	0	0	0	0
G566	23	24	27	22	3	27	13	21	230	0	32	16	22
G567	22	21	9	5	0	34	16	5	267	2	118	22	13
G568	0	0	0	0	0	0	0	0	0	0	0	0	0
G569	0	0	0	0	0	19	1	1	49	0	0	0	28
G570	0	0	0	0	0	0	0	0	1	0	0	0	1
G571	2	3	3	16	7	5	3	9	67	1	4	12	2
G572	0	0	0	1	0	0	0	0	1	0	0	0	0
G573	0	0	0	0	0	0	0	0	0	0	0	0	0
G574	0	0	0	0	0	0	0	0	1	0	0	1	0
G575	1	0	1	2	1	0	0	1	7	0	0	1	0
G576	30	0	36	10	2	9	0	4	115	0	12	6	6
G577	0	0	0	0	0	0	0	0	2	0	0	0	2
G578	0	0	0	0	0	0	0	0	0	0	0	0	0
G579	0	0	0	0	0	0	0	0	0	0	0	0	0
G580	0	0	0	0	0	0	0	0	1	0	1	0	0
G581	26	0	27	0	0	3	0	0	65	0	1	6	2
G582	21	22	19	18	3	23	6	25	182	3	10	12	20
G583	10	5	14	9	2	14	5	19	111	2	6	9	16
G584	1	0	3	1	0	2	2	0	12	0	0	3	0
G585	0	0	0	1	0	0	0	0	1	0	0	0	0
G586	73	2	51	0	0	17	2	10	187	0	0	24	8
G587	0	0	0	0	0	0	0	0	0	0	0	0	0
G588	0	0	0	0	0	0	0	0	0	0	0	0	0
G589	0	0	0	0	0	2	0	0	5	0	0	0	3
G590	4	3	2	0	0	6	2	3	29	1	2	4	2
G591	0	0	0	0	0	0	0	0	0	0	0	0	0
G592	35	2	27	16	0	6	4	15	128	1	2	15	5
G593	12	10	21	26	1	15	6	7	169	0	35	13	23
G594	15	48	8	40	0	24	97	40	376	4	56	17	27
G595	36	32	44	32	14	40	24	33	376	7	20	46	48
G596	13	18	24	9	3	16	7	31	162	0	2	12	27
G597	2	13	15	32	8	10	5	41	192	3	10	0	53
G598	14	18	17	17	11	42	14	35	240	0	11	26	35
G599	15	3	18	1	3	2	1	5	77	0	2	21	6
G600	22	0	14	30	3	25	0	6	130	2	0	15	13
G601	0	0	0	0	0	0	0	0	0	0	0	0	0
G602	3	3	4	4	1	3	1	1	23	0	0	0	3
G603	4	4	6	15	4	11	2	5	80	1	15	4	9
G604	0	0	0	0	0	0	1	0	2	0	0	0	1
G605	0	0	0	0	0	0	0	0	5	0	0	0	5
G606	0	0	0	0	0	0	0	0	1	0	1	0	0
G607	0	0	0	0	0	0	0	0	0	0	0	0	0
G608	0	0	0	0	0	0	0	0	0	0	0	0	0
G609	0	3	0	14	0	1	0	0	20	0	1	0	1
G610	0	0	0	0	0	0	0	0	0	0	0	0	0
G611	262	142	242	228	3	241	71	186	2793	5	208	333	872
G612	0	0	0	0	0	0	0	0	1	0	0	0	1
G613	1	2	3	16	0	2	0	19	53	0	0	2	8
G614	3	1	9	0	0	6	3	12	37	0	0	1	2
G615	0	0	0	0	0	0	0	0	0	0	0	0	0
G616	43	14	25	20	3	60	25	43	330	0	16	39	42
G617	0	0	0	0	0	0	0	0	0	0	0	0	0
G618	1	1	0	0	0	0	0	0	3	0	1	0	0
G619	2	2	11	15	2	2	1	1	51	1	7	6	1
G620	0	0	1	0	0	0	0	0	1	0	0	0	0
G621	1	0	0	0	0	0	0	0	2	0	0	1	0
G622	0	0	0	0	0	2	0	1	4	0	0	0	1
G623	0	0	0	0	0	0	0	1	1	0	0	0	0
G624	24	14	18	44	0	14	22	20	207	0	19	17	15
G625	17	1	4	1	0	17	3	1	152	1	0	80	27
G626	0	0	1	1	0	4	0	0	19	0	0	0	13
G627	3	0	0	0	0	1	1	1	13	0	0	5	2
G628	0	0	0	0	1	13	8	3	45	0	3	1	16
G629	157	66	103	117	33	182	60	139	1354	26	186	174	111
G630	4	12	1	20	0	15	7	2	77	0	11	3	2
G631	4	1	4	3	5	20	14	2	65	3	2	7	0
G632	13	33	13	13	24	76	84	19	355	3	26	21	30
G633	25	15	6	17	0	33	26	14	277	1	19	18	103
G634	0	0	0	0	1	0	0	0	1	0	0	0	0
G635	161	102	89	126	9	161	44	109	1548	15	225	204	303
G636	15	11	15	6	1	18	11	22	147	1	4	8	35
G637	0	1	0	0	0	0	0	1	2	0	0	0	0
G638	0	0	0	0	0	0	0	0	0	0	0	0	0
G639	0	0	0	0	0	0	0	0	0	0	0	0	0
G640	0	0	0	0	0	0	0	0	0	0	0	0	0
G641	0	0	0	0	0	3	0	0	20	0	0	0	17
G642	5	396	1	37	0	6	10	35	505	1	10	2	2
G643	3	13	5	50	0	15	9	18	141	0	19	6	3
G644	3	0	1	2	0	2	1	1	15	0	2	1	2
G645	1	1	8	19	0	3	2	4	49	0	4	2	5
G646	113	66	97	62	4	92	64	50	1058	8	330	84	88
G647	0	0	0	0	0	0	0	0	0	0	0	0	0
G648	0	0	0	3	0	1	0	0	18	0	14	0	0
G649	0	0	0	0	0	0	0	0	0	0	0	0	0
G650	33	61	60	14	2	44	11	6	326	1	9	44	41
G651	0	0	0	0	0	0	0	0	0	0	0	0	0
G652	0	0	0	0	0	7	0	0	7	0	0	0	0
G653	21	18	10	16	3	20	19	14	227	0	31	26	49
G654	3	0	4	1	0	3	0	0	16	0	0	4	1
G655	1	2	2	9	1	6	0	19	49	0	3	4	2
G656	53	75	96	0	0	82	0	2	329	0	3	18	0
G657	0	0	0	1	0	0	1	0	2	0	0	0	0
G658	0	0	0	0	0	0	0	0	0	0	0	0	0
G659	0	6	2	0	0	1	0	0	13	0	0	0	4
G660	0	0	0	0	0	0	0	0	0	0	0	0	0
G661	2	9	9	56	3	6	8	3	118	0	0	7	15
G662	2	0	0	0	0	1	0	0	5	0	2	0	0
G663	14	16	2	12	0	15	20	34	170	0	10	25	22
G664	21	9	7	11	0	7	5	14	120	1	9	12	24
G665	7	19	11	6	8	24	21	22	176	1	13	10	34
G666	0	1	0	0	0	0	1	0	2	0	0	0	0
G667	30	36	32	96	16	34	27	23	566	3	211	32	26
G668	0	0	0	0	0	0	0	0	0	0	0	0	0
G669	1	0	0	0	0	2	0	1	7	0	0	0	3
G670	30	38	25	61	0	59	17	44	545	8	130	36	97
G671	3	0	1	0	1	2	0	0	8	0	0	1	0
G672	0	0	0	0	0	0	0	0	2	0	0	2	0
G673	7	0	7	0	0	5	0	0	32	0	0	9	4
G674	0	0	0	0	0	0	0	0	0	0	0	0	0
G675	0	0	0	0	0	0	0	0	0	0	0	0	0
G676	0	0	0	0	0	0	0	0	1	0	0	1	0
G677	5	0	0	0	0	0	0	0	10	0	0	4	1
G678	0	1	0	0	0	0	0	0	2	0	1	0	0
G679	10	3	31	19	3	10	5	15	144	0	12	18	18
G680	1	0	3	3	0	2	1	3	23	0	3	0	7
G681	0	0	0	0	0	1	0	0	3	0	0	2	0
G682	4	1	2	2	3	23	8	6	87	0	8	6	24
G683	12	7	5	18	0	4	6	13	87	3	10	2	7
G684	0	0	0	1	0	0	0	0	5	0	3	1	0
G685	0	0	0	0	0	0	0	0	0	0	0	0	0
G686	0	0	0	0	0	0	0	0	0	0	0	0	0
G687	26	6	34	0	0	20	5	7	130	0	5	24	3
G688	107	71	59	35	4	99	46	33	835	14	67	114	186
G689	0	0	0	0	0	0	0	0	0	0	0	0	0
G690	0	0	0	0	0	2	2	1	10	0	0	1	4
G691	21	7	12	12	0	11	10	9	129	0	19	15	13
G692	1	0	0	0	0	0	1	0	3	0	1	0	0
G693	17	20	57	16	2	11	3	22	218	1	9	30	30
G694	0	0	0	0	0	0	0	0	0	0	0	0	0
G695	10	4	3	2	2	16	3	3	64	4	4	8	5
G696	0	0	1	1	0	0	0	0	3	0	0	0	1
G697	0	0	0	0	0	3	0	1	6	0	0	1	1
G698	37	0	58	3	0	6	1	4	122	0	3	10	0
G699	148	1	339	0	0	29	0	10	574	0	0	39	8
G700	0	0	0	0	0	0	0	0	0	0	0	0	0
G701	0	0	0	0	0	0	0	1	3	0	0	1	1
G702	0	0	0	0	0	0	0	0	0	0	0	0	0
G703	0	8	1	22	3	12	3	24	85	2	2	4	4
G704	0	0	0	0	0	0	0	1	1	0	0	0	0
G705	0	0	0	0	0	0	0	0	0	0	0	0	0
G706	115	78	212	44	11	133	21	126	952	18	72	53	69
G707	0	0	0	0	0	0	0	0	1	0	0	1	0
G708	0	0	0	0	0	0	0	0	0	0	0	0	0
G709	1	6	0	16	0	4	10	1	64	0	16	0	10
G710	0	1	3	0	0	2	0	0	6	0	0	0	0
G711	0	0	1	2	0	0	0	0	4	0	1	0	0
G712	0	0	0	0	1	10	0	0	15	0	2	0	2
G713	0	0	0	3	0	0	0	0	42	0	39	0	0
G714	0	0	0	1	0	0	0	0	19	0	18	0	0
G715	0	0	0	0	0	0	0	0	1	0	1	0	0
G716	0	0	1	0	0	0	0	0	9	0	7	0	1
G717	6	0	45	5	0	2	0	0	71	0	3	8	2
G718	0	0	0	2	0	1	13	0	18	0	2	0	0
G719	10	0	10	0	0	0	1	0	25	0	0	1	3
G720	24	9	27	28	1	23	16	19	212	1	18	35	11
G721	11	4	2	0	0	5	4	5	49	0	1	10	7
G722	12	2	27	1	1	7	2	8	82	3	0	9	10
G723	1	0	2	2	0	0	0	1	6	0	0	0	0
G724	0	0	0	0	0	1	0	0	1	0	0	0	0
G725	0	0	0	0	0	0	0	0	0	0	0	0	0
G726	0	0	0	0	0	0	0	0	0	0	0	0	0
G727	0	0	0	0	0	0	0	0	0	0	0	0	0
G728	0	0	0	0	0	0	0	0	0	0	0	0	0
G729	4	0	14	1	0	1	0	2	28	0	0	4	2
G730	0	0	0	0	0	0	0	0	0	0	0	0	0
G731	0	0	0	0	0	0	0	3	3	0	0	0	0
G732	3	0	1	0	0	2	0	2	8	0	0	0	0
G733	0	0	0	1	1	1	0	0	3	0	0	0	0
G734	0	0	0	0	0	0	0	0	0	0	0	0	0
G735	0	0	0	0	0	2	0	0	320	0	1	0	317
G736	0	0	0	0	0	0	0	0	0	0	0	0	0
G737	0	0	0	0	0	0	0	0	0	0	0	0	0
G738	15	0	14	19	6	36	17	15	184	0	8	14	40
G739	10	3	2	0	0	1	0	0	22	1	0	0	5
G740	2	0	6	0	0	0	0	0	11	0	0	0	3
G741	4	0	3	0	0	0	0	0	7	0	0	0	0
G742	0	0	0	0	0	0	0	0	0	0	0	0	0
G743	0	0	0	0	0	3	0	0	3	0	0	0	0
G744	0	0	0	0	0	0	0	0	0	0	0	0	0
G745	0	0	0	0	0	0	0	0	0	0	0	0	0
G746	14	3	17	6	0	5	4	5	80	0	5	12	9
G747	8	5	4	2	0	3	4	6	51	1	3	8	7
G748	0	0	0	0	0	0	0	0	0	0	0	0	0
G749	0	0	0	0	0	0	0	0	0	0	0	0	0
G750	34	15	35	39	10	43	11	43	318	4	19	21	44
G751	4	4	6	10	20	25	3	33	134	1	7	10	11
G752	0	0	0	0	0	0	0	0	0	0	0	0	0
G753	0	0	0	0	0	0	0	0	0	0	0	0	0
G754	0	0	0	0	0	0	0	0	0	0	0	0	0
G755	1	0	0	0	0	0	0	0	1	0	0	0	0
G756	5	8	17	17	2	9	4	5	104	0	20	7	10
G757	0	0	0	0	0	0	0	0	0	0	0	0	0
G758	0	0	1	5	0	1	1	8	19	0	1	1	1
G759	0	0	1	0	1	0	0	0	2	0	0	0	0
G760	1	0	0	0	0	0	0	0	1	0	0	0	0
G761	32	19	18	3	2	6	7	7	121	0	2	13	12
G762	0	0	0	0	0	0	0	0	1	0	0	1	0
G763	1	1	0	0	0	0	0	0	5	0	0	3	0
G764	0	0	0	0	0	2	0	0	14	0	3	0	9
G765	0	0	0	3	0	0	0	0	3	0	0	0	0
G766	2	0	0	0	0	4	0	0	11	0	0	5	0
G767	54	2	8	70	0	1	0	15	461	7	6	263	35
G768	237	5	106	1072	1	107	0	103	2936	6	52	1152	95
G769	0	0	0	1	0	0	0	0	4	0	0	2	1
G770	0	0	0	0	0	0	0	0	0	0	0	0	0
G771	0	0	0	0	0	0	0	0	0	0	0	0	0
G772	0	0	0	0	0	0	0	0	0	0	0	0	0
G773	697	707	152	1222	43	1679	264	716	7094	33	455	644	482
G774	0	0	0	0	0	0	0	0	0	0	0	0	0
G775	0	0	0	1	0	0	0	0	1	0	0	0	0
G776	0	0	0	0	0	0	0	0	0	0	0	0	0
G777	23	41	10	19	8	17	41	19	253	3	34	28	10
G778	0	0	0	0	0	0	0	0	0	0	0	0	0
G779	0	0	0	0	0	0	0	0	1	0	0	1	0
G780	0	0	0	0	0	0	0	2	2	0	0	0	0
G781	15	9	14	8	7	19	15	20	166	0	47	8	4
G782	231	43	272	108	3	114	19	78	1403	1	101	206	227
G783	0	0	0	0	0	0	0	0	0	0	0	0	0
G784	27	2	73	21	0	16	11	15	211	0	15	21	10
G785	0	0	0	1	0	0	0	0	1	0	0	0	0
G786	2	1	4	1	0	5	1	1	26	0	2	7	2
G787	1	2	5	0	0	2	2	0	19	0	1	4	2
G788	2	4	1	5	1	2	4	10	35	0	1	2	3
G789	0	0	1	0	0	0	0	0	1	0	0	0	0
G790	3	10	9	17	1	5	0	4	73	0	0	2	22
G791	12	6	3	8	0	10	5	8	87	0	20	13	2
G792	37	15	29	31	2	43	10	33	479	1	149	32	97
G793	0	0	0	0	0	0	0	0	0	0	0	0	0
G794	5	1	7	20	1	9	2	9	87	1	2	8	22
G795	0	0	0	1	0	0	0	0	1	0	0	0	0
G796	0	0	0	0	0	0	1	0	1	0	0	0	0
G797	37	17	29	46	11	33	20	17	348	2	73	40	23
G798	0	0	1	0	0	2	0	0	3	0	0	0	0
G799	1	0	0	0	0	0	0	0	1	0	0	0	0
G800	3	9	4	2	5	12	5	7	64	1	10	2	4
G801	0	0	0	0	0	0	0	0	0	0	0	0	0
G802	3	0	9	0	3	14	1	2	35	0	0	1	2
G803	0	0	0	0	0	1	0	0	1	0	0	0	0
G804	3	0	3	1	0	2	0	0	10	0	0	1	0
G805	2	0	0	1	0	1	3	1	9	0	1	0	0
G806	0	0	1	0	0	4	1	0	10	0	0	0	4
G807	0	0	3	0	0	25	28	1	65	0	0	0	8
G808	0	0	0	0	0	0	32	0	32	0	0	0	0
G809	0	0	0	0	0	0	0	0	0	0	0	0	0
G810	0	0	0	0	0	0	0	0	0	0	0	0	0
G811	77	248	36	35	2	173	97	217	1118	3	46	86	98
G812	0	0	0	0	0	0	0	0	0	0	0	0	0
G813	0	0	0	0	0	0	0	0	1	0	0	0	1
G814	8	6	8	33	0	20	3	37	210	0	15	10	70
G815	6	1	17	5	0	5	2	1	51	0	2	8	4
G816	0	0	1	1	1	0	0	0	3	0	0	0	0
G817	12	0	21	0	0	16	1	3	65	0	2	8	2
G818	0	0	0	0	0	0	0	0	1	0	1	0	0
G819	3	9	6	25	2	8	2	15	91	1	3	7	10
G820	1	0	1	0	0	2	0	0	5	0	0	1	0
G821	0	0	0	0	0	1	0	0	1	0	0	0	0
G822	1	0	0	0	0	0	0	0	1	0	0	0	0
G823	0	0	1	0	0	0	1	0	5	0	3	0	0
G824	27	0	9	0	0	0	0	0	57	0	0	21	0
G825	0	0	0	1	0	1	0	0	2	0	0	0	0
G826	58	81	144	105	21	85	15	121	901	5	66	87	113
G827	0	0	0	0	0	0	0	0	0	0	0	0	0
G828	0	0	0	0	0	0	0	0	0	0	0	0	0
G829	0	0	0	0	0	0	0	0	0	0	0	0	0
G830	0	1	0	0	0	0	0	0	3	0	1	0	1
G831	367	129	224	169	11	269	170	71	2190	3	429	246	102
G832	0	0	4	8	0	7	1	2	62	4	8	3	25
G833	6	14	13	7	1	5	6	11	90	3	2	1	21
G834	18	0	162	1	1	5	0	0	195	0	0	5	3
G835	0	0	1	0	0	0	0	0	1	0	0	0	0
G836	2	0	8	0	0	0	0	0	11	0	0	1	0
G837	15	16	42	43	5	8	28	19	270	0	60	13	21
G838	0	0	0	0	0	0	0	0	0	0	0	0	0
G839	25	14	20	23	5	19	13	15	234	4	29	18	49
G840	10	2	21	33	3	8	2	17	122	0	6	10	10
G841	9	6	8	19	2	6	2	7	98	0	11	8	20
G842	2	0	0	0	0	0	7	0	11	0	0	2	0
G843	0	0	0	0	0	0	0	0	0	0	0	0	0
G844	0	5	0	0	0	3	36	0	44	0	0	0	0
G845	1	0	0	0	0	0	0	0	2	0	0	0	1
G846	4	0	7	10	0	3	2	2	43	2	0	0	13
G847	3	0	1	0	0	1	0	0	8	0	0	2	1
G848	1	0	0	2	0	10	0	5	21	0	0	2	1
G849	11	10	8	1	0	8	11	6	85	0	10	3	17
G850	46	20	56	38	2	31	12	39	404	0	79	46	35
G851	17	2	106	68	2	11	0	26	269	0	6	18	13
G852	0	0	0	0	0	0	0	0	0	0	0	0	0
G853	0	8	0	1	0	0	0	0	9	0	0	0	0
G854	0	0	0	0	0	0	0	0	23	0	0	0	23
G855	24	4	37	31	5	20	5	9	180	0	0	16	29
G856	0	0	0	0	0	4	0	3	9	0	1	0	1
G857	5	5	3	14	0	41	19	52	200	1	3	25	32
G858	2	0	1	0	0	0	0	1	13	0	0	4	5
G859	1	0	0	0	0	0	0	2	6	1	2	0	0
G860	40	27	9	24	0	53	8	41	246	0	12	27	5
G861	0	1	0	5	0	3	0	16	28	2	0	1	0
G862	2	1	0	0	0	11	0	5	29	0	7	2	1
G863	0	0	0	0	0	0	0	0	0	0	0	0	0
G864	0	0	0	0	0	0	0	0	0	0	0	0	0
G865	1	0	0	0	5	272	0	0	559	0	0	0	281
G866	64	5	61	150	0	42	43	28	502	0	7	45	57
G867	0	0	1	0	0	1	0	0	3	0	1	0	0
G868	20	5	14	2	0	7	2	4	83	0	1	17	11
G869	0	0	0	1	0	0	3	0	4	0	0	0	0
G870	0	0	0	0	0	0	0	0	0	0	0	0	0
G871	0	0	0	0	0	0	0	0	0	0	0	0	0
G872	0	0	0	0	0	0	0	0	0	0	0	0	0
G873	0	0	0	0	0	0	0	0	0	0	0	0	0
G874	0	0	0	0	0	1	0	0	2	0	0	1	0
G875	2	1	0	0	0	1	1	1	7	0	0	1	0
G876	0	0	0	0	0	0	0	0	0	0	0	0	0
G877	0	0	0	0	0	1	1	0	2	0	0	0	0
G878	0	0	1	1	0	1	1	0	4	0	0	0	0
G879	0	0	0	0	0	0	0	0	1	0	1	0	0
G880	1	0	1	0	0	0	0	0	3	0	1	0	0
G881	1	0	0	0	0	0	0	0	1	0	0	0	0
G882	0	0	0	0	0	0	0	0	0	0	0	0	0
G883	0	1	0	0	0	0	0	0	2	0	0	1	0
G884	0	0	0	0	0	0	0	0	0	0	0	0	0
G885	0	0	1	0	0	0	0	0	1	0	0	0	0
G886	0	0	0	0	0	1	0	0	5	0	1	3	0
G887	1	1	3	1	0	1	2	3	16	0	0	4	0
G888	0	0	0	6	0	1	1	2	15	0	4	1	0
G889	0	0	0	0	0	0	0	0	0	0	0	0	0
G890	0	0	0	0	0	0	0	0	0	0	0	0	0
G891	0	0	0	3	0	0	0	0	3	0	0	0	0
G892	2	0	0	0	0	0	0	1	12	0	7	2	0
G893	0	0	0	0	0	0	0	0	0	0	0	0	0
G894	0	0	0	0	0	0	0	0	0	0	0	0	0
G895	0	0	0	0	0	0	1	0	2	0	0	0	1
G896	0	0	0	0	0	0	0	0	0	0	0	0	0
G897	0	0	0	0	0	0	0	0	0	0	0	0	0
G898	0	0	0	0	0	0	0	0	0	0	0	0	0
G899	0	0	0	0	0	0	0	0	0	0	0	0	0
G900	0	0	0	0	0	0	0	0	0	0	0	0	0
G901	0	0	0	0	0	0	0	0	0	0	0	0	0
G902	0	0	0	0	0	0	0	0	0	0	0	0	0
G903	0	0	0	0	0	0	0	0	0	0	0	0	0
G904	0	0	0	0	0	0	0	0	0	0	0	0	0
G905	2	0	0	0	0	0	0	0	5	0	2	1	0
G906	0	0	0	0	0	0	1	0	1	0	0	0	0
G907	2	1	1	9	0	1	3	2	54	0	27	3	5
G908	0	0	0	0	0	0	0	0	0	0	0	0	0
G909	0	0	0	0	0	0	60	0	60	0	0	0	0
G910	0	0	1	3	0	0	0	0	6	0	0	0	2
G911	18	18	4	12	1	43	6	20	222	0	32	25	43
G912	0	0	0	0	0	5	0	21	27	0	0	0	1
G913	56	6	73	80	41	69	30	51	611	0	6	79	120
G914	0	0	1	0	0	0	0	0	1	0	0	0	0
G915	0	0	0	0	0	4	0	4	16	0	1	0	7
G916	18	4	123	9	4	3	7	3	225	0	3	21	30
G917	0	0	0	3	0	0	0	0	3	0	0	0	0
G918	10	0	10	698	0	59	0	82	976	4	46	37	30
G919	6	0	28	0	0	0	0	0	38	0	0	2	2
G920	0	0	0	0	0	0	0	0	0	0	0	0	0
G921	0	0	0	0	0	0	0	0	0	0	0	0	0
G922	0	0	0	0	0	0	0	0	0	0	0	0	0
G923	24	3	38	21	1	24	13	35	207	0	12	22	14
G924	0	1	0	2	0	7	0	3	30	1	5	2	9
G925	0	13	0	0	0	0	46	0	59	0	0	0	0
G926	0	0	0	0	0	0	0	0	0	0	0	0	0
G927	14	0	10	3	1	12	0	3	88	0	3	12	30
G928	0	10	0	0	0	1	4	1	17	0	0	0	1
G929	1	0	0	0	0	0	0	0	2	0	0	0	1
G930	1	0	0	0	0	0	0	0	1	0	0	0	0
G931	1	0	1	2	0	1	0	1	8	0	0	1	1
G932	11	7	5	3	0	11	14	5	85	0	18	5	6
G933	0	0	0	0	0	0	0	0	1	0	0	0	1
G934	0	0	0	0	0	0	0	0	0	0	0	0	0
G935	25	12	25	14	1	28	11	14	210	2	20	48	10
G936	0	1	1	1	0	4	2	0	9	0	0	0	0
G937	0	0	1	0	0	0	0	0	1	0	0	0	0
G938	1	0	0	1	0	0	2	0	4	0	0	0	0
G939	0	1	0	2	0	0	1	0	5	0	0	1	0
G940	0	0	0	0	0	0	0	0	0	0	0	0	0
G941	0	1	0	1	0	1	0	0	14	0	10	0	1
G942	2	0	0	0	0	0	0	0	4	0	1	1	0
G943	128	32	122	121	9	176	43	99	1190	0	97	153	210
G944	2	0	0	3	0	1	3	2	15	0	0	2	2
G945	1	1	0	0	0	2	4	0	13	0	2	1	2
G946	1	1	0	3	1	2	0	2	10	0	0	0	0
G947	1	0	0	0	0	1	1	0	3	0	0	0	0
G948	4	0	3	10	0	2	0	3	25	0	1	2	0
G949	0	0	0	0	0	0	0	0	0	0	0	0	0
G950	0	1	1	2	0	0	0	0	4	0	0	0	0
G951	3	1	2	5	1	5	14	4	53	0	13	1	4
G952	0	0	0	0	0	0	0	0	2	0	0	0	2
G953	1	10	0	3	2	1	83	13	140	0	9	10	8
G954	0	0	0	0	0	2	1	0	4	0	0	0	1
G955	0	0	0	0	0	0	1	0	1	0	0	0	0
G956	0	1	0	0	0	0	0	0	1	0	0	0	0
G957	0	0	0	0	0	0	0	0	0	0	0	0	0
